First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Favril,2020,Belgium,Meta-analysis,SH,Individuals involved with the criminal justice system,Prisoners,Suicidal ideation and cognitions,SI,Suicidal ideation: Current or recent,Suicidal ideation: Current or recent,,OR,13.8,"CI95 [8.6, 22.1]",,Risk factors for self-harm in prison: a systematic review and meta-analysis,10.1016/s2215-0366(20)30190-5,32711709,https://pubmed.ncbi.nlm.nih.gov/32711709/
Fiedorowicz,2019,United States,Cohort,Suicidal ideation and behavior,Individuals suffering from bipolar disorder,Patients with bipolar disorders,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,Beta,0.31,"CI95 [0.24, 0.38]",< 0.0001,Depressive symptoms carry an increased risk for suicidal ideation and behavior in bipolar disorder without any additional contribution of mixed symptoms,10.1016/j.jad.2018.12.057,30623823,https://pubmed.ncbi.nlm.nih.gov/30623823/
Fiedorowicz,2019,United States,Cohort,Suicidal ideation and behavior,Individuals suffering from bipolar disorder,Men with bipolar disorders,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,Beta,0.34,"CI95 [0.21, 0.48]",< 0.0001,Depressive symptoms carry an increased risk for suicidal ideation and behavior in bipolar disorder without any additional contribution of mixed symptoms,10.1016/j.jad.2018.12.057,30623823,https://pubmed.ncbi.nlm.nih.gov/30623823/
Fiedorowicz,2019,United States,Cohort,Suicidal ideation and behavior,Individuals suffering from bipolar disorder,Women with bipolar disorders,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,Beta,0.3,"CI95 [0.22, 0.39]",< 0.0001,Depressive symptoms carry an increased risk for suicidal ideation and behavior in bipolar disorder without any additional contribution of mixed symptoms,10.1016/j.jad.2018.12.057,30623823,https://pubmed.ncbi.nlm.nih.gov/30623823/
Fiedorowicz,2019,United States,Cohort,Suicidal behavior,Individuals suffering from bipolar disorder,Patients with bipolar disorders,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,Beta,0.29,"CI95 [0.032, 0.55]",0.028,Depressive symptoms carry an increased risk for suicidal ideation and behavior in bipolar disorder without any additional contribution of mixed symptoms,10.1016/j.jad.2018.12.057,30623823,https://pubmed.ncbi.nlm.nih.gov/30623823/
Fiedorowicz,2019,United States,Cohort,Suicidal ideation and behavior,Individuals suffering from bipolar disorder,Patients with bipolar disorders,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,OR,15.12,"CI95 [7.85, 29.12]",,Depressive symptoms carry an increased risk for suicidal ideation and behavior in bipolar disorder without any additional contribution of mixed symptoms,10.1016/j.jad.2018.12.057,30623823,https://pubmed.ncbi.nlm.nih.gov/30623823/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Non-fatal suicidal behaviors,SA,Lifetime suicide attempts,Lifetime suicide attempts,,OR,1.35,"CI95 [1.21, 1.54]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Psychiatric and Mental Health Conditions,Psychological distress,BHS hopelessness score,BHS hopelessness score,,OR,1.59,"CI95 [1.15, 2.24]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Interpersonal Theory of Suicidal Behavior,Capability for suicide ,GCSQ perceived capability for suicide score,GCSQ perceived capability for suicide score,,OR,1.69,"CI95 [1.19, 2.53]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Interpersonal Theory of Suicidal Behavior,Thwarted belongingness,INQ thwarted belongingness score,INQ thwarted belongingness score,,OR,1.81,"CI95 [1.32, 2.53]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Suicidal ideation and cognitions,SI,BSS suicide ideation score,BSS suicide ideation score,,OR,1.85,"CI95 [1.34, 2.60]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Interpersonal Theory of Suicidal Behavior,Perceived burdensomeness ,INQ perceived burdensomeness score,INQ perceived burdensomeness score,,OR,2.33,"CI95 [1.69, 3.28]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Interpersonal Theory of Suicidal Behavior,Perceived burdensomeness ,Perceived burdensomeness ,Perceived burdensomeness,,OR,2.34,"CI95 [1.59, 3.58]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forkmann,2020,Germany,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Psychiatric in-patients admitted for severe SI or a SA,Psychiatric and Mental Health Conditions,Depression severity,DESC-I depression score,DESC-I depression score,,OR,2.42,"CI95 [1.64, 3.72]",,Interpersonal theory of suicide: prospective examination,10.1192/bjo.2020.93,32958092,https://pubmed.ncbi.nlm.nih.gov/32958092/
Forster,2019,United States,Cohort,SI,Ethnic groups and communities,Hispanics,Family Characteristics,Family adversity,Parental incarceration,Parental Incarceration,,OR,2.09,"CI95 [1.23, 3.34]",,The Role of Familial Incarceration and Ethnic Identity in Suicidal Ideation and Suicide Attempt: Findings from a Longitudinal Study of Latinx Young Adults in California,10.1002/ajcp.12332,30968420,https://pubmed.ncbi.nlm.nih.gov/30968420/
Forster,2019,United States,Cohort,SA,Ethnic groups and communities,Hispanics,Family Characteristics,Family history of suicidal behavior,Family history of suicide,Family history of suicide,,OR,2.82,"CI95 [1.78, 3.99]",,The Role of Familial Incarceration and Ethnic Identity in Suicidal Ideation and Suicide Attempt: Findings from a Longitudinal Study of Latinx Young Adults in California,10.1002/ajcp.12332,30968420,https://pubmed.ncbi.nlm.nih.gov/30968420/
Forster,2019,United States,Cohort,SA,Ethnic groups and communities,Hispanics,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,OR,3.01,"CI95 [2.24, 4.36]",,The Role of Familial Incarceration and Ethnic Identity in Suicidal Ideation and Suicide Attempt: Findings from a Longitudinal Study of Latinx Young Adults in California,10.1002/ajcp.12332,30968420,https://pubmed.ncbi.nlm.nih.gov/30968420/
Forster,2019,United States,Cohort,SI,Ethnic groups and communities,Hispanics,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,OR,3.62,"CI95 [2.23, 5.01]",,The Role of Familial Incarceration and Ethnic Identity in Suicidal Ideation and Suicide Attempt: Findings from a Longitudinal Study of Latinx Young Adults in California,10.1002/ajcp.12332,30968420,https://pubmed.ncbi.nlm.nih.gov/30968420/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Anxiety/depression treatment,Anxiety/depression treatment,,OR,1.63,"CI95 [1.12, 2.37]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Psychiatric and Mental Health Conditions,Anxiety disorders,Anxiety/depression treatment,Anxiety/depression treatment,,OR,1.63,"CI95 [1.12, 2.37]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Substance Use and Addictions,Drug use disorder,Occasional use of cocaine,Occasional use of cocaine,Never ,OR,1.77,"CI95 [1.05, 3.00]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Substance Use and Addictions,Drug use disorder,Substance use patterns: Binge,Substance use patterns: Binge,No binge,OR,1.91,"CI95 [1.38, 2.65]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Substance Use and Addictions,Drug use disorder,Frequent use of sedative-hypnotics,Frequent use of sedative-hypnotics,Never ,OR,1.93,"CI95 [1.33, 2.78]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Substance Use and Addictions,Drug use disorder,Frequent use of cocaine,Frequent use of cocaine,Never ,OR,2.08,"CI95 [1.23, 3.52]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Fournier,2018,Canada,Cohort,SA,Individuals suffering from substance use disorders,People who inject drugs ,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),History of psychological disorder during lifetime,History of psychological disorder during lifetime,,OR,2.37,"CI95 [1.71, 3.29]",,Association between binge drug use and suicide attempt among people who inject drugs,10.1080/08897077.2017.1389800,28991519,https://pubmed.ncbi.nlm.nih.gov/28991519/
Frohe,2019,United States,Cohort,SI,Adults,Adults,Substance Use and Addictions,Drug use disorder,Marijuana use only,Marijuana use only,Non-use group,OR,1.59,"CI95 [1.31, 1.92]",,"Perceived Health, Medical, and Psychiatric Conditions in Individual and Dual-Use of Marijuana and Nonprescription Opioids",10.1037/ccp0000431,31556663,https://pubmed.ncbi.nlm.nih.gov/31556663/
Frohe,2019,United States,Cohort,SI,Adults,Adults,Substance Use and Addictions,Drug use disorder,Marijuana and nonprescription opioid dual use ,Marijuana and nonprescription opioid dual use ,Non-use group,OR,2.04,"CI95 [1.35, 3.08]",,"Perceived Health, Medical, and Psychiatric Conditions in Individual and Dual-Use of Marijuana and Nonprescription Opioids",10.1037/ccp0000431,31556663,https://pubmed.ncbi.nlm.nih.gov/31556663/
Frohe,2019,United States,Cohort,SA,Adults,Adults,Substance Use and Addictions,Drug use disorder,Nonprescription opioid use only,Nonprescription opioid use only,Non-use group,OR,2.21,"CI95 [1.14, 4.29]",,"Perceived Health, Medical, and Psychiatric Conditions in Individual and Dual-Use of Marijuana and Nonprescription Opioids",10.1037/ccp0000431,31556663,https://pubmed.ncbi.nlm.nih.gov/31556663/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Relationship Status ,Separated/divorced/widowed ,Separated/divorced/widowed ,Marital status: Separated/divorced/widowed,Married/domestic partnership,OR,1.25,"CI95 [1.01, 1.55]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Relationship Status ,Single/Unmarried,Single,Marital status: Single,Married/domestic partnership,OR,1.35,"CI95 [1.04, 1.76]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Race/Ethnicity/Language,Other Race/Ethnicity/Language,Race/Ethnicity: Other (Not Caucasian or African American),Race: Other (Not Caucasian or African American),Caucasian,OR,1.39,"CI95 [1.01, 1.91]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Timing of Cancer Diagnosis (unspecified),Years after cancer diagnosis: 5 years,Years elapsed from diagnosis: 5,? 10,OR,1.55,"CI95 [1.05, 2.29]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Cancer,Breast cancer,Progesterone Receptor status: Positive,Progesterone Receptor status: Positive,Negative,OR,1.74,"CI95 [1.19, 2.53]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Timing of Cancer Diagnosis (unspecified),Years after cancer diagnosis: 7 years,Years elapsed from diagnosis: 7,? 10,OR,1.76,"CI95 [1.18, 2.64]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Timing of Cancer Diagnosis (unspecified),Years after cancer diagnosis: 3 years,Years elapsed from diagnosis: 3,? 10,OR,1.93,"CI95 [1.37, 2.72]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Race/Ethnicity/Language,Other Race/Ethnicity/Language,Race/Ethnicity: Other (Not Caucasian or African American),Race: Other (Not Caucasian or African American),Caucasian,OR,1.99,"CI95 [1.18, 3.34]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Cancer treatment (unspecified),Cancer?directed surgery performed,Cancer?directed surgery: Performed,Not performed,OR,2.13,"CI95 [1.23, 3.67]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Histological grade,Poorly differentiated,Histological grade: Poorly differentiated,Undifferentiated,OR,2.26,"CI95 [1.06, 4.82]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Timing of Cancer Diagnosis (unspecified),Years after cancer diagnosis: 2 years,Years elapsed from diagnosis: 2,? 10,OR,2.35,"CI95 [1.69, 3.27]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Histological grade,Moderately differentiated,Histological grade: Moderately differentiated,Undifferentiated,OR,3.05,"CI95 [1.43, 6.51]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Stage of cancer (unspecified),Cancer stage (unspecified): Regional,Disease stage: Regional,Distant,OR,3.81,"CI95 [2.29, 6.37]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Gender,Man/Male/Boy,Male,Sex: Male,Female,OR,4.34,"CI95 [2.57, 7.31]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Timing of Cancer Diagnosis (unspecified),Years after cancer diagnosis: 1 year,Years elapsed from diagnosis: 1,? 10,OR,4.67,"CI95 [3.39, 6.42]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Age,Age: 50-69 years,Age: 50-69 years,Age: 50-69 years,? 70,OR,4.7,"CI95 [3.64, 6.07]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Histological grade,Well differentiated,Histological grade: Well differentiated,Undifferentiated,OR,4.83,"CI95 [2.23, 10.49]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Cancer,Stage of cancer (unspecified),Cancer stage (unspecified): II,American Joint Committee on Cancer stage: II,IV,OR,5.09,"CI95 [2.49, 10.41]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Age,Age: 50-69 years,Age: 50-69 years,Age: 50-69 years,? 70,OR,5.94,"CI95 [3.67, 9.62]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Cancer,Stage of cancer (unspecified),Cancer stage (unspecified): Localized,Disease stage: Localized,Distant,OR,6.21,"CI95 [3.73, 10.33]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Age,Age: < 35 years,Age: < 30 years,Age: < 30 years,? 70,OR,6.34,"CI95 [1.98, 20.33]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Cancer,Stage of cancer (unspecified),Cancer stage (unspecified): I,American Joint Committee on Cancer stage: I,IV,OR,7.99,"CI95 [3.94, 16.23]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Age,Age: < 35 years,Age: < 30 years,Age: < 30 years,? 70,OR,10.17,"CI95 [1.35, 76.53]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer,Age,Age: 30-49 years,Age: 30-49 years,Age: 30-49 years,? 70,OR,10.64,"CI95 [7.97, 14.2]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Gaitanidis,2018,Greece,Cohort,SC,Individuals suffering from cancer,Patients with breast cancer diagnosed from 2004 to 2013,Age,Age: 30-49 years,Age: 30-49 years,Age: 30-49 years,? 70,OR,12.44,"CI95 [7.29, 21.21]",,Trends in incidence and associated risk factors of suicide mortality among breast cancer patients,10.1002/pon.4570,29055289,https://pubmed.ncbi.nlm.nih.gov/29055289/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents,Psychiatric and Mental Health Conditions ,Developmental disorders ,Moderately high ADHD and low irritability,Moderately high ADHD and low irritability,No ADHD and no irritability / Very low ADHD and very low irritability,OR,1.5,"CI95 [1.13, 1.98]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents,Personality and Psychological Traits,Emotional and behavioural regulation,Moderately high ADHD and low irritability,Moderately high ADHD and low irritability,No ADHD and no irritability / Very low ADHD and very low irritability,OR,1.5,"CI95 [1.13, 1.98]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Psychiatric and Mental Health Conditions ,Developmental disorders ,Moderately high irritability and low ADHD,Moderately high irritability and low ADHD,,OR,1.8,"CI95 [1.01, 3.20]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Personality and Psychological Traits,Emotional and behavioural regulation,Moderately high irritability and low ADHD,Moderately high irritability and low ADHD,,OR,1.8,"CI95 [1.01, 3.20]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents,Psychiatric and Mental Health Conditions ,Developmental disorders ,Combined high ADHD and high irritability,Combined high ADHD and high irritability,No ADHD and no irritability / Very low ADHD and very low irritability,OR,2.12,"CI95 [1.47, 3.06]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents,Personality and Psychological Traits,Emotional and behavioural regulation,Combined high ADHD and high irritability,Combined high ADHD and high irritability,No ADHD and no irritability / Very low ADHD and very low irritability,OR,2.12,"CI95 [1.47, 3.06]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescent girls,Psychiatric and Mental Health Conditions ,Developmental disorders ,Combined high ADHD and high irritability,Combined high ADHD and high irritability,,OR,2.39,"CI95 [1.40, 4.10]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescent girls,Personality and Psychological Traits,Emotional and behavioural regulation,Combined high ADHD and high irritability,Combined high ADHD and high irritability,,OR,2.39,"CI95 [1.40, 4.10]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Psychiatric and Mental Health Conditions ,Developmental disorders ,Combined high ADHD and high irritability,Combined high ADHD and high irritability,,OR,2.42,"CI95 [1.38, 4.24]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Personality and Psychological Traits,Emotional and behavioural regulation,Combined high ADHD and high irritability,Combined high ADHD and high irritability,,OR,2.42,"CI95 [1.38, 4.24]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Psychiatric and Mental Health Conditions ,Developmental disorders ,Moderately high ADHD and low irritability,Moderately high ADHD and low irritability,,OR,3.35,"CI95 [2.11, 5.33]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Galera,2020,France,Cohort,Suicidality (SI and SA),"Children, adolescents and young adults",Adolescents boys,Personality and Psychological Traits,Emotional and behavioural regulation,Moderately high ADHD and low irritability,Moderately high ADHD and low irritability,,OR,3.35,"CI95 [2.11, 5.33]",,"Developmental profiles of childhood attention-deficit/hyperactivity disorder and irritability: association with adolescent mental health, functional impairment, and suicidal outcomes",10.1111/jcpp.13270,32474921,https://pubmed.ncbi.nlm.nih.gov/32474921/
Garman,2019,South Africa,Cohort,"Suicide risk (suicidal behaviors, including ideation and self-harm)",Females,Adult pregnant women,Psychiatric and Mental Health Conditions,Depressive symptoms,Change in Hamilton Depression Rating Scale score,Change in Hamilton Depression Rating Scale score,,OR,1.15,"CI95 [1.09, 1.22]",,Association between perinatal depressive symptoms and suicidal risk among low?income South African women: a longitudinal study,10.1007/s00127-019-01730-w,31111166,https://pubmed.ncbi.nlm.nih.gov/31111166/
